Timestamp,exp_heatgen,heatgen_m6,heatgen_m5,heatgen_m4,heatgen_m3,heatgen_m2,heatgen_m1,exp_flowrate,exp_inlet,m6_in,m6_out,m5_in,m5_out,m4_in,m4_out,m3_in,m3_out,m2_in,m2_out,m1_in,m1_out,exp_outlet,Tamb,DNI,m2_T_WB,m3_T_WB
40906,15.29718233,4.10286684,-0.144346863,3.348399201,5.218513465,3.491032896,-0.719283207,1.716576275,32.01548081,31.73788454,32.3236883,32.66762927,32.64701955,32.56022534,33.03830686,33.02457189,33.7696667,33.55438421,34.05283085,33.96089079,33.85819216,33.85819216,23.04469628,347.3275038,37.66935012,39.91721155
40916,15.94771684,4.287147669,-0.400959081,3.689860733,5.490933874,3.383748978,-0.503015333,1.716489322,31.99707177,31.73873071,32.35087798,32.64213259,32.584881,32.51296863,33.03983132,32.95810575,33.74213756,33.48772236,33.97087639,33.89448307,33.82265922,33.82265922,23.034939,374.6698299,37.65589591,39.99826845
40926,15.98661291,4.015560663,-0.110657472,3.745795738,5.295067691,3.587102448,-0.546256155,1.716421405,32.00880278,31.75931218,32.33270597,32.6435515,32.6277504,32.51576188,33.05063514,32.99180312,33.7479015,33.46145285,33.97366582,33.87371325,33.79571171,33.79571171,23.02621934,339.0435787,37.5988678,39.83085837
40936,15.47365092,4.184022234,-0.081785891,3.33683145,5.346256015,3.23776542,-0.549438311,1.716319142,32.01279493,31.75807553,32.35556335,32.6296792,32.61799999,32.49799438,32.97450144,32.93787226,33.70132969,33.44301467,33.90537489,33.84659008,33.76812905,33.76812905,23.01921042,310.3421958,37.42486309,39.48056975
40946,14.9146544,4.053064952,-0.356006838,3.521129634,5.113860835,3.079185404,-0.496579582,1.716253624,32.02505759,31.74761345,32.3264252,32.61056122,32.55972045,32.46971257,32.97255948,32.91257843,33.64288075,33.40011257,33.83984613,33.79112289,33.72020715,33.72020715,23.013491,269.2502186,37.28462876,39.08800861
40956,15.14700298,3.940914013,-0.230916413,3.413656573,5.177996731,3.305084195,-0.459732121,1.716175393,32.01754941,31.74881138,32.31163426,32.5822172,32.5492388,32.43953243,32.92705487,32.84989973,33.58939696,33.33036824,33.80238488,33.7472546,33.68159782,33.68159782,23.00882381,381.9687022,37.33697675,39.60963509
40966,17.07023704,4.626526131,0.323886948,4.097676881,5.103426997,3.537007082,-0.618286997,1.716114369,32.02295273,31.74964577,32.41041051,32.62357191,32.66982974,32.51341518,33.09864918,32.99060209,33.71947826,33.38588199,33.89104062,33.76614595,33.67784163,33.67784163,23.00508569,466.1259228,38.01112931,40.92838398
40976,19.16112123,5.453842866,0.580359911,4.952739056,5.710981055,3.488171979,-1.024973637,1.716073964,32.02447173,31.75116538,32.53010831,32.70798619,32.79087586,32.64478419,33.35215716,33.16814816,33.98381675,33.59974095,34.09793772,33.93990323,33.79351178,33.79351178,23.00261566,497.131381,38.72523893,41.89834777
40986,20.03400568,5.638274646,0.631613464,5.199018538,6.038385826,3.935708091,-1.408994886,1.716057315,32.02099093,31.74145381,32.54674622,32.77594908,32.86615993,32.73015384,33.47270904,33.31000473,34.17244343,33.80055937,34.36268095,34.21726205,34.01602089,34.01602089,23.00058183,487.5400221,39.02442248,42.28348055
40996,20.57459464,5.567173218,0.857593861,5.214643361,6.444141498,3.819755487,-1.328712787,1.716040251,32.02132372,31.75262717,32.54777305,32.81497706,32.93746512,32.79940747,33.54420236,33.4474131,34.36781423,33.98410522,34.52967165,34.38153191,34.19175508,34.19175508,22.99971469,504.9096106,39.45555966,42.77135407
41006,21.67258759,5.733939497,1.01938766,5.833875134,6.350024969,4.335793455,-1.600433124,1.715962678,32.02780061,31.7509162,32.56992177,32.8619745,33.00757844,32.87502473,33.70830457,33.60832713,34.51533108,34.15408537,34.77338715,34.63236686,34.40376946,34.40376946,23.0000575,521.3784289,39.92181992,43.32132375
41016,23.27574099,5.935144871,1.049768491,6.171300253,6.851744329,4.568669654,-1.300886605,1.715900003,32.0360912,31.76992211,32.61770133,32.88994817,33.03989765,32.92039764,33.80190941,33.68981576,34.66852252,34.28126292,34.9338541,34.78622721,34.60040789,34.60040789,23.00175596,529.2156563,40.20935226,43.64059349
41026,23.3430285,5.917507659,1.116985828,6.143653653,6.943960199,4.627159947,-1.406238784,1.715826623,32.03306662,31.77283108,32.61812982,32.92767787,33.08723604,32.94461918,33.82222222,33.73186365,34.72378815,34.3943919,35.05536823,34.93906405,34.73818693,34.73818693,23.00464169,528.7763333,40.44243705,43.89079318
41036,24.66859926,6.405588313,1.246718805,6.282687052,7.074739997,4.757778515,-1.098913426,1.715768311,32.04645769,31.77295376,32.6880088,32.9408287,33.11892575,32.95113076,33.84862904,33.7536975,34.76434262,34.47450851,35.15416962,35.0326209,34.87563824,34.87563824,23.00901919,487.3114056,40.45235036,43.68325196
41046,24.18049854,6.011404806,0.940627206,6.133460502,7.396262366,4.551258143,-0.852514484,1.715698893,32.04938633,31.78195108,32.64073577,32.93665786,33.07103515,32.95565943,33.8318809,33.71041087,34.76703525,34.47422999,35.12441924,35.04490928,34.92311972,34.92311972,23.0147057,450.7506712,40.1676681,43.08673494
41056,25.04857078,5.875512312,1.009481409,6.688778269,7.040516302,4.987662664,-0.553380177,1.715581692,32.04634872,31.78236736,32.62179865,32.90866834,33.0528924,32.92286268,33.87848484,33.72270554,34.72858032,34.43599317,35.14857785,35.01354756,34.93448643,34.93448643,23.0211891,529.0839648,40.33254581,43.74578614
41066,25.08824063,6.299049196,0.897266958,6.529879979,7.217598148,4.904097833,-0.759651488,1.715526331,32.05022304,31.77605668,32.67603043,32.93795174,33.06614835,32.94985637,33.88280995,33.75677052,34.78798153,34.48786668,35.18853739,35.05625391,34.94771905,34.94771905,23.02800607,517.8986114,40.56761903,43.99488666
41076,25.52468137,6.224664254,1.230433024,6.481296263,7.559357414,4.940401985,-0.91147157,1.715459563,32.05907309,31.78343441,32.67281906,32.95824104,33.13404622,32.99486952,33.92092195,33.78733818,34.86742478,34.54401603,35.24990434,35.15052755,35.02029582,35.02029582,23.03468427,505.393182,40.61770552,44.0472724
